user_id,month,year,total_kwh,bill_amount,billing_days,ac_kwh,geyser_kwh,washing_machine_kwh,microwave_kwh,kitchen_kwh,lighting_kwh,occupancy_hours,holiday_days
U357,Oct,2024,351,3224.04,28,154,50,9,10,22,106,12,5
U108,Jul,2025,501,4573.92,30,191,45,14,16,41,194,12,5
U213,Dec,2025,477,4409.15,30,108,113,25,16,40,175,11,5
U455,Oct,2025,850,7947.92,30,215,201,29,34,55,316,9,4
U353,May,2024,887,8296.56,28,393,114,54,16,71,239,20,7
U280,Aug,2024,207,1871.98,31,78,42,4,5,12,66,23,1
U307,Sep,2023,434,3980.36,31,186,77,15,8,30,118,9,6
U403,Nov,2024,874,8028.47,30,241,179,64,21,72,297,24,3
U227,Jul,2023,760,7137.2,29,292,132,29,30,32,245,12,0
U156,Jul,2025,501,4644.87,28,189,39,16,17,46,194,15,4
U314,Jan,2025,237,2171.61,30,64,29,11,10,22,101,22,2
U114,Apr,2024,335,3018.49,28,113,25,19,15,38,125,20,3
U574,Feb,2025,620,5720.22,28,221,40,24,17,73,245,20,6
U128,Feb,2025,418,3778.06,31,133,39,23,13,25,185,23,4
U571,Feb,2024,547,5105.58,30,222,104,29,17,19,156,20,3
U178,Apr,2023,745,6929.25,31,304,70,50,29,42,250,9,0
U316,Jan,2024,278,2553.21,30,114,56,5,7,23,73,10,5
U486,Apr,2023,947,8685.59,28,379,141,28,27,38,334,22,5
U465,Feb,2024,472,4417.42,31,151,51,20,21,46,183,20,6
U254,May,2024,360,3281.54,28,106,56,21,11,31,135,12,0
U114,Mar,2025,886,8062.25,30,361,81,38,22,75,309,13,3
U287,Dec,2024,507,4753.47,29,163,119,30,12,24,159,21,8
U412,Aug,2024,573,5342.48,31,149,132,35,17,32,208,11,5
U471,Apr,2023,932,8693.93,31,304,66,33,27,82,420,14,1
U107,Jan,2025,208,1888.24,28,48,53,12,7,10,78,11,3
U103,Jan,2023,643,5823.86,28,239,113,17,23,27,224,9,5
U211,Dec,2023,312,2811.25,29,88,27,14,13,19,151,14,3
U507,Oct,2025,404,3674.31,31,107,79,14,10,36,158,10,6
U338,Mar,2025,604,5623.04,30,265,88,16,16,34,185,22,2
U463,Sep,2025,897,8159.13,30,353,84,51,34,54,321,8,5
U339,Jul,2024,396,3679.49,31,157,69,18,8,21,123,9,3
U593,Feb,2025,977,8891.45,31,347,76,37,27,64,426,17,2
U374,Sep,2025,973,8910.85,31,398,127,66,26,57,299,23,2
U394,Oct,2025,959,9008.14,29,373,60,48,28,58,392,22,1
U327,Feb,2023,314,2856.75,30,109,70,8,12,23,92,22,2
U471,Mar,2023,320,2928.18,30,140,51,8,9,13,99,21,0
U115,Nov,2024,852,7770.61,28,211,89,59,31,111,351,21,2
U292,Oct,2023,264,2387.58,28,115,27,18,8,10,86,13,8
U573,Feb,2024,475,4368.08,31,142,46,30,17,57,183,21,3
U219,Mar,2023,438,4008.35,28,145,85,30,10,37,131,24,2
U585,Jun,2025,501,4648.26,29,115,44,32,19,58,233,24,7
U128,Sep,2023,591,5512.28,30,198,121,25,20,53,174,23,0
U302,Sep,2024,721,6645.96,30,254,156,31,14,32,234,15,4
U139,Jul,2023,568,5119.32,28,255,84,27,12,24,166,14,0
U541,Dec,2025,432,3994.95,31,191,36,17,11,24,153,19,6
U373,Mar,2024,394,3554.73,28,173,41,24,9,20,127,16,4
U331,Apr,2025,211,1951.02,31,60,33,6,9,15,88,21,1
U186,Jun,2025,888,8235.32,29,397,123,34,30,56,248,8,0
U574,Nov,2024,376,3413.74,30,118,68,19,14,16,141,17,6
U226,May,2025,416,3880.34,29,171,58,20,13,24,130,24,0
U400,Feb,2025,210,1966.53,30,53,29,9,11,14,94,24,2
U125,Jun,2023,645,6014.78,29,210,140,27,14,48,206,24,5
U245,Mar,2025,829,7562.17,28,366,55,40,21,85,262,11,5
U113,Aug,2025,363,3352.18,29,158,44,19,10,23,109,24,6
U312,Feb,2025,750,7024.44,29,278,138,42,20,44,228,9,0
U125,Jan,2025,252,2300.32,28,100,17,16,8,17,94,15,6
U168,Sep,2024,417,3889.78,30,101,87,19,12,43,155,20,1
U494,Dec,2023,917,8256.48,30,348,173,59,19,35,283,22,5
U167,Mar,2025,559,5031.82,28,198,95,35,17,52,162,16,7
U333,Nov,2025,584,5433.47,29,130,46,31,36,55,286,10,4
U209,Jan,2024,255,2372.67,29,58,28,11,10,21,127,10,2
U246,Jul,2025,317,2953.04,29,71,45,16,9,43,133,9,7
U211,Oct,2024,452,4236.15,31,172,44,22,18,47,149,8,7
U328,May,2023,997,9020.02,30,234,259,68,28,80,328,21,3
U211,May,2023,979,8901.85,29,310,175,63,26,41,364,24,7
U570,Jan,2025,379,3548.0,30,109,47,30,12,38,143,20,4
U134,Sep,2025,614,5569.53,29,207,135,20,21,34,197,22,4
U211,Jul,2025,434,4024.44,28,163,77,21,15,25,133,21,2
U364,Aug,2024,907,8355.45,28,336,97,37,34,49,354,9,6
U524,Sep,2025,279,2520.28,30,91,36,9,9,23,111,14,8
U469,Jun,2025,846,7710.53,30,267,86,58,28,86,321,24,8
U336,Dec,2023,221,2035.0,28,66,53,6,5,12,79,13,0
U183,May,2025,676,6314.48,31,280,90,35,26,58,187,15,0
U142,Jun,2023,639,5931.85,28,180,148,35,22,32,222,9,4
U525,Nov,2025,936,8656.83,29,247,128,73,25,50,413,8,0
U201,Feb,2023,769,7073.58,31,296,149,20,25,54,225,23,3
U106,Apr,2025,292,2662.89,28,84,23,23,11,34,117,14,0
U280,Mar,2023,391,3537.65,31,160,79,22,12,28,90,18,1
U382,Jul,2024,302,2767.42,31,85,71,19,11,24,92,22,1
U420,Sep,2023,595,5361.79,31,223,70,37,15,32,218,20,3
U326,May,2023,206,1871.39,30,43,47,13,8,23,72,9,7
U543,Jun,2023,839,7696.14,28,248,170,38,28,84,271,21,1
U540,Oct,2025,766,7022.26,30,218,178,45,19,38,268,13,8
U415,Dec,2025,430,3877.62,30,173,45,25,15,31,141,16,8
U465,Dec,2025,773,7139.14,29,341,93,38,23,50,228,14,1
U554,Feb,2024,439,4047.52,29,138,95,26,9,28,143,16,0
U329,Mar,2024,289,2610.03,31,117,50,11,9,25,77,11,8
U477,Mar,2023,431,4041.6,31,161,53,13,16,20,168,16,1
U389,Dec,2024,656,5930.08,29,289,114,26,12,41,174,11,7
U537,Dec,2023,432,4035.72,29,173,28,17,14,26,174,19,2
U250,Sep,2023,553,4977.07,28,121,127,26,22,46,211,11,0
U377,Jul,2023,532,4975.75,31,201,50,14,15,54,198,21,0
U298,Aug,2024,638,5747.03,31,213,72,31,29,40,253,14,1
U170,Nov,2025,574,5339.99,29,117,102,46,15,46,248,20,6
U212,Oct,2024,491,4490.04,28,129,76,29,14,58,185,15,5
U104,Nov,2023,544,5056.64,29,234,71,12,12,46,169,12,1
U450,Sep,2023,863,7905.68,29,372,115,36,25,58,257,19,3
U431,Jun,2024,627,5660.78,30,250,68,24,23,34,228,20,1
U546,Apr,2023,856,7966.79,31,381,68,39,25,56,287,21,0
U418,Dec,2023,329,2970.38,28,132,57,12,8,25,95,11,2
U450,Jan,2024,340,3185.41,30,68,54,31,16,38,133,14,3
U195,Aug,2024,614,5538.52,31,166,101,18,17,42,270,22,4
U252,Jul,2024,292,2683.99,29,60,60,20,9,28,115,13,4
U411,Feb,2023,825,7663.6,28,184,209,58,19,40,315,23,6
U237,Aug,2023,483,4422.98,31,123,99,38,11,21,191,15,7
U347,Dec,2025,854,7760.21,29,278,64,34,32,81,365,23,8
U487,May,2025,422,3926.13,30,173,77,17,9,19,127,23,6
U343,Jul,2024,943,8782.84,28,391,191,19,21,35,286,10,4
U131,Apr,2025,662,6202.33,31,234,93,33,27,57,218,24,8
U140,May,2023,744,6807.95,30,321,144,17,15,43,204,16,7
U329,Aug,2025,475,4371.19,29,154,76,32,18,42,153,10,8
U136,Jan,2023,881,8056.97,29,372,109,24,31,68,277,14,7
U508,Jan,2024,339,3085.86,31,106,42,19,11,33,128,19,5
U323,Apr,2024,556,5171.03,29,149,107,30,20,36,214,23,3
U106,Mar,2023,912,8331.9,28,391,82,64,27,48,300,24,8
U422,Oct,2025,222,2036.02,31,65,19,15,6,22,95,22,8
U568,Dec,2024,935,8565.97,30,304,67,44,49,61,410,8,8
U320,Feb,2024,469,4354.7,31,132,58,20,20,53,186,9,2
U175,Dec,2025,864,8093.19,31,315,109,27,38,66,309,15,2
U104,Mar,2025,532,4929.89,30,238,69,28,17,24,156,9,5
U435,Nov,2023,284,2609.57,29,58,39,22,8,30,127,16,5
U234,Nov,2025,820,7635.58,30,348,163,34,16,62,197,16,5
U218,Nov,2025,230,2128.97,28,46,31,8,8,15,122,20,4
U469,Jan,2025,940,8482.79,29,273,140,66,42,48,371,13,4
U194,Jan,2023,439,3967.8,31,106,41,33,24,53,182,22,1
U586,Jun,2023,562,5066.52,29,218,56,42,18,26,202,22,6
U535,May,2024,588,5399.44,29,125,51,44,20,36,312,14,3
U162,Aug,2023,852,7949.45,28,288,135,34,22,56,317,18,2
U541,Feb,2024,867,7911.58,29,237,181,39,37,63,310,15,7
U294,Apr,2025,498,4558.52,29,116,56,22,29,50,225,13,3
U435,Aug,2024,570,5337.36,29,223,66,34,14,41,192,15,3
U303,Dec,2024,298,2781.76,31,75,23,24,8,39,129,9,7
U492,Jun,2025,246,2279.44,29,62,57,8,7,24,88,23,0
U126,Jan,2024,621,5655.27,30,166,134,21,15,70,215,14,8
U535,Apr,2023,679,6142.79,29,235,51,22,33,57,281,17,6
U273,Jan,2023,778,7007.0,28,283,94,56,25,36,284,19,1
U400,Feb,2023,261,2360.17,29,53,70,10,10,28,90,24,5
U233,May,2023,308,2808.05,29,80,45,15,11,15,142,14,7
U426,Aug,2024,878,8095.79,31,270,140,36,29,87,316,15,4
U510,Aug,2024,748,6751.15,30,211,101,39,24,39,334,14,5
U218,Nov,2025,318,2879.33,29,133,46,16,10,24,89,11,7
U424,Mar,2024,797,7230.73,30,316,165,43,23,60,190,10,5
U375,Nov,2024,581,5375.87,28,207,130,16,15,33,180,22,8
U312,Apr,2024,591,5464.57,31,168,124,35,17,33,214,11,8
U325,Oct,2025,251,2314.3,30,94,31,10,5,14,97,16,8
U120,Nov,2023,802,7298.36,31,329,105,54,16,51,247,20,5
U213,Jun,2024,488,4464.44,29,170,60,20,19,27,192,23,8
U240,Nov,2025,536,4844.73,28,212,112,10,15,37,150,8,2
U147,Nov,2025,403,3663.51,31,156,68,18,11,23,127,11,4
U101,Oct,2025,437,4089.92,29,149,61,14,19,28,166,15,1
U190,Mar,2023,581,5456.68,30,161,43,20,26,56,275,23,7
U242,Feb,2024,866,8018.35,28,334,122,49,24,61,276,18,3
U420,Jun,2025,951,8907.76,28,239,246,57,23,46,340,18,5
U138,Nov,2023,335,3101.13,30,132,46,15,12,26,104,10,5
U393,May,2025,606,5462.05,30,243,52,36,21,59,195,15,4
U482,Oct,2025,707,6644.88,28,286,44,39,18,45,275,17,0
U239,May,2025,561,5071.2,31,178,72,35,22,32,222,23,6
U456,Oct,2025,580,5378.37,28,143,144,32,18,52,191,12,7
U433,May,2025,775,7053.38,30,174,209,45,31,40,276,16,0
U591,Oct,2023,834,7636.76,31,321,172,23,30,30,258,15,6
U359,Dec,2024,453,4194.04,29,190,74,14,14,31,130,18,3
U261,May,2024,676,6202.03,28,245,103,30,25,37,236,23,5
U490,Mar,2024,313,2848.37,30,73,59,17,8,19,137,14,8
U278,Jul,2024,219,2000.3,29,94,29,12,6,19,59,22,4
U110,Jun,2023,727,6642.32,28,325,111,25,23,34,209,24,7
U361,Apr,2023,344,3228.0,28,106,48,12,13,38,127,13,4
U507,Feb,2023,407,3793.01,31,141,71,14,14,21,146,22,1
U238,Dec,2025,730,6703.9,30,287,57,27,34,72,253,15,3
U272,Sep,2025,575,5220.96,29,220,59,36,15,42,203,14,1
U486,Jan,2025,703,6555.06,28,310,121,26,13,26,207,9,6
U113,Nov,2024,365,3307.95,31,83,91,23,14,32,122,20,6
U268,Apr,2025,749,6804.05,29,258,115,34,31,72,239,13,2
U230,Jan,2024,380,3475.63,29,141,25,29,17,20,148,12,6
U184,Jun,2025,816,7631.35,28,344,156,46,22,51,197,8,0
U421,Apr,2024,811,7341.75,29,339,130,40,27,45,230,22,0
U419,May,2025,801,7248.16,28,356,90,48,26,59,222,17,8
U201,May,2025,643,5914.05,31,210,108,32,15,57,221,10,5
U429,Sep,2023,531,4837.71,31,216,65,35,18,20,177,12,4
U373,Jan,2025,702,6477.7,29,215,105,50,19,39,274,20,5
U365,Feb,2025,278,2552.22,28,84,62,19,6,18,89,15,5
U559,Jun,2023,784,7192.4,30,206,81,55,30,98,314,9,0
U499,May,2024,887,8022.73,31,358,66,59,26,57,321,16,4
U508,Nov,2023,595,5388.57,28,265,33,30,17,48,202,24,8
U138,Jul,2023,807,7528.04,28,213,106,37,26,43,382,20,3
U519,Mar,2024,302,2825.01,28,64,32,17,12,36,141,8,2
U194,Mar,2025,601,5465.42,29,242,55,42,13,47,202,19,0
U195,Oct,2024,423,3826.2,30,150,28,13,17,44,171,12,1
U405,Feb,2025,717,6468.32,29,315,63,37,26,65,211,15,2
U169,Mar,2025,833,7699.68,31,219,112,43,42,50,367,22,3
U418,Oct,2024,435,4039.47,29,94,36,27,25,35,218,10,6
U544,Jan,2023,626,5727.35,28,202,106,44,19,63,192,13,5
U336,May,2024,315,2920.64,29,69,59,25,14,18,130,20,7
U534,Dec,2025,362,3361.24,28,96,33,25,13,40,155,19,8
U434,May,2024,425,3984.01,30,98,81,19,11,45,171,8,5
U473,Dec,2024,429,3872.13,29,109,111,20,15,35,139,14,6
U476,Nov,2025,381,3458.31,29,86,99,17,14,22,143,19,3
U559,Jul,2023,448,4044.28,29,196,25,19,18,25,165,17,1
U237,Apr,2024,517,4832.5,28,139,112,16,20,45,185,19,8
U518,Mar,2025,409,3810.67,28,127,53,23,11,24,171,18,8
U176,Jan,2025,855,7891.53,29,363,57,34,37,72,292,11,3
U583,Dec,2024,591,5338.78,29,218,64,35,22,43,209,13,2
U135,Aug,2023,295,2687.25,30,104,34,12,13,20,112,16,5
U101,Mar,2024,955,8708.73,30,359,137,42,36,55,326,17,2
U396,Feb,2023,285,2628.92,31,116,44,6,7,27,85,12,0
U420,Nov,2023,614,5589.38,30,257,102,38,11,36,170,20,3
U506,Apr,2023,593,5354.31,30,213,61,32,16,49,222,16,0
U160,Mar,2023,895,8316.61,30,378,93,22,21,92,289,9,1
U420,Jan,2024,832,7587.53,28,277,98,47,25,76,309,8,2
U449,Mar,2025,700,6426.66,30,188,97,56,26,81,252,19,7
U428,Dec,2025,803,7268.01,30,337,163,38,25,27,213,17,3
U367,Feb,2025,781,7279.72,29,261,153,44,30,66,227,9,3
U461,Aug,2025,332,3063.1,28,141,65,8,10,16,92,16,8
U329,Jun,2025,990,9267.03,31,207,213,65,25,106,374,9,6
U370,Sep,2025,848,7800.06,31,253,119,60,27,88,301,21,1
U416,Aug,2024,513,4810.18,30,224,57,24,17,26,165,18,2
U386,Oct,2023,898,8402.36,31,235,147,71,25,67,353,18,3
U391,Mar,2025,420,3876.85,31,182,48,14,15,33,128,24,3
U313,May,2024,637,5970.96,31,279,109,18,22,24,185,11,7
U265,Jul,2025,245,2236.66,30,103,30,15,6,19,72,20,5
U105,May,2025,989,9045.65,31,337,113,60,40,51,388,14,2
U439,Aug,2023,391,3526.11,30,141,73,8,9,37,123,23,8
U479,Dec,2023,719,6640.45,29,300,131,24,22,34,208,8,7
U178,May,2023,578,5368.91,29,227,71,38,12,42,188,20,8
U510,Jan,2025,987,9188.39,31,352,169,24,25,49,368,8,4
U162,May,2025,890,8063.33,29,396,56,22,35,53,328,18,2
U232,Apr,2025,533,4891.69,30,197,78,20,20,35,183,13,3
U189,Jun,2023,238,2158.84,29,105,14,16,8,16,79,10,4
U337,Mar,2024,492,4558.31,31,105,41,48,22,27,249,19,8
U142,Nov,2025,889,8057.17,30,208,172,51,38,97,323,12,8
U189,May,2025,361,3379.56,28,112,43,21,16,17,152,16,2
U502,Feb,2025,530,4818.89,30,156,106,22,24,47,175,19,6
U396,Nov,2024,303,2762.32,29,119,59,9,10,18,88,17,5
U428,Jun,2025,360,3362.53,28,86,36,31,18,33,156,12,3
U395,Dec,2024,998,9165.02,30,443,156,24,31,45,299,12,4
U204,Jun,2025,834,7514.01,28,232,137,45,33,73,314,16,1
U114,May,2024,253,2327.05,28,77,22,17,7,23,107,24,6
U388,Jun,2025,233,2104.88,28,62,44,7,6,14,100,17,3
U279,Nov,2023,441,4142.81,30,152,72,22,17,24,154,8,1
U225,Jul,2023,312,2881.4,29,66,56,20,15,17,138,23,5
U522,Dec,2023,517,4706.05,30,122,130,32,18,23,192,22,1
U453,May,2023,222,2048.06,29,85,31,7,7,9,83,24,1
U123,Jan,2025,757,6836.28,30,186,198,29,17,43,284,20,6
U163,Aug,2023,846,7884.68,30,219,142,51,28,81,325,8,0
U243,Apr,2024,317,2970.33,30,126,24,24,10,19,114,15,6
U581,Sep,2023,900,8414.8,29,200,152,39,37,71,401,12,4
U253,Oct,2023,842,7693.1,30,260,84,73,40,46,339,13,0
U245,Dec,2023,411,3752.56,28,84,81,29,12,38,167,21,5
U325,Jun,2025,617,5561.66,30,176,120,42,21,39,219,18,6
U595,Jan,2023,312,2889.29,28,116,42,9,9,27,109,13,0
U550,Mar,2024,243,2238.99,31,54,23,13,15,29,109,18,8
U562,Mar,2023,327,3003.08,31,138,41,8,13,23,104,20,6
U409,Oct,2023,357,3342.61,29,152,24,15,11,21,134,19,0
U204,Dec,2023,984,8922.08,29,222,206,82,47,75,352,9,2
U204,Dec,2024,593,5339.29,31,265,97,13,16,27,175,10,4
U535,Apr,2023,711,6419.85,30,195,175,36,17,67,221,11,3
U139,Jun,2024,244,2217.8,30,53,26,8,12,31,114,24,1
U535,Jul,2024,307,2767.09,30,61,57,22,10,27,130,13,0
U298,Oct,2023,418,3846.08,31,126,70,15,16,46,145,14,3
U234,Apr,2024,642,5858.66,28,229,136,17,25,42,193,22,6
U167,Jun,2025,514,4663.11,29,145,94,23,22,34,196,18,3
U491,Nov,2023,376,3496.81,28,153,30,24,10,18,141,10,8
U279,Jan,2023,427,3877.92,31,161,55,12,12,33,154,13,7
U556,Aug,2024,902,8366.09,28,259,169,34,23,95,322,9,7
U142,Jul,2024,871,7960.68,30,334,147,19,23,80,268,21,4
U548,Nov,2023,466,4289.4,30,202,83,26,8,28,119,16,0
U600,Nov,2025,578,5417.91,28,129,65,41,25,50,268,19,8
U115,Sep,2024,688,6202.28,31,190,168,40,24,52,214,20,1
U211,Mar,2024,901,8289.3,28,284,70,62,42,94,349,19,5
U257,Feb,2025,886,8276.81,30,287,207,25,19,56,292,19,4
U389,Jan,2025,489,4516.01,30,164,102,24,13,31,155,16,7
U600,Mar,2023,556,5065.58,31,152,107,18,17,52,210,24,2
U578,May,2025,856,7840.17,28,313,154,35,19,77,258,23,5
U331,Nov,2023,943,8743.6,30,340,71,56,32,97,347,24,5
U511,Feb,2025,403,3770.6,30,138,29,24,13,20,179,15,2
U520,Dec,2024,412,3714.77,28,94,39,17,21,28,213,18,6
U257,Mar,2023,751,6780.49,28,239,62,24,40,87,299,9,3
U138,Apr,2023,986,9002.2,29,285,166,69,33,97,336,15,4
U541,Jul,2023,522,4746.6,31,168,54,36,23,38,203,19,8
U197,Mar,2025,793,7221.04,31,341,142,18,16,51,225,8,5
U585,Sep,2024,380,3453.63,28,121,54,12,18,41,134,20,3
U511,Aug,2023,698,6336.67,31,142,152,56,20,77,251,24,7
U539,Apr,2023,519,4698.12,30,160,94,33,13,47,172,21,8
U389,Jan,2023,282,2643.35,28,114,30,20,6,14,98,21,4
U354,Jan,2023,502,4546.95,28,198,48,19,15,46,176,23,1
U296,Jan,2024,461,4186.69,28,151,57,24,17,24,188,24,5
U186,Jan,2025,983,8943.83,29,257,217,37,46,99,327,13,7
U422,Aug,2024,399,3739.91,31,126,67,23,16,20,147,14,4
U110,Mar,2023,439,4083.7,29,149,47,14,15,42,172,8,0
U105,Jun,2024,891,8300.45,30,400,149,21,25,56,240,22,7
U223,Mar,2023,882,7974.96,31,318,64,28,38,93,341,20,8
U430,Nov,2025,494,4611.25,29,184,85,26,18,33,148,9,0
U453,May,2025,711,6515.09,28,229,101,37,29,34,281,22,7
U218,Jul,2025,888,8085.35,29,256,178,50,31,76,297,19,1
U394,Feb,2023,595,5492.03,28,239,118,32,17,29,160,22,3
U497,Jun,2024,948,8843.77,29,306,184,56,35,54,313,21,1
U259,Jun,2025,337,3137.96,29,151,39,14,7,31,95,13,1
U403,Nov,2023,328,3068.77,29,103,30,28,10,29,128,19,2
U328,Mar,2023,248,2324.07,28,53,58,13,10,23,91,13,7
U465,Jun,2024,875,7958.34,29,324,118,26,37,66,304,16,3
U316,Oct,2025,988,9059.51,31,209,92,102,41,117,427,11,6
U536,Oct,2023,492,4430.88,31,129,101,13,24,47,178,24,2
U284,May,2024,827,7733.88,31,238,101,51,26,81,330,9,2
U115,Dec,2025,735,6660.44,28,282,50,32,26,86,259,23,1
U257,Feb,2024,510,4765.74,28,165,112,23,14,33,163,21,5
U236,Sep,2024,736,6720.97,31,152,128,48,39,75,294,15,5
U361,Aug,2023,838,7665.4,31,296,92,33,26,85,306,21,0
U257,Mar,2023,433,3903.78,31,131,84,23,14,28,153,9,6
U147,Aug,2023,408,3725.35,30,175,74,19,8,22,110,23,3
U424,Sep,2024,804,7521.7,31,261,54,37,34,102,316,11,2
U432,Mar,2023,293,2639.99,29,110,49,11,11,11,101,8,7
U273,Mar,2024,526,4819.49,30,133,114,21,16,36,206,21,1
U230,Feb,2024,424,3821.33,30,165,39,29,17,30,144,15,8
U511,Aug,2023,991,9066.03,28,376,136,58,40,38,343,10,7
U195,Oct,2025,210,1904.5,29,89,14,14,4,20,69,12,7
U215,Jan,2025,528,4805.27,28,110,119,20,24,36,219,13,2
U343,Aug,2025,211,1973.07,28,65,45,5,6,12,78,15,3
U520,Jul,2024,234,2146.81,29,86,18,8,7,25,90,13,1
U392,Jul,2024,646,5884.75,28,144,152,23,26,42,259,13,1
U382,Mar,2024,651,6012.46,29,197,132,33,24,52,213,11,3
U399,Jan,2023,939,8504.38,29,408,99,63,25,76,268,14,5
U383,Apr,2024,419,3814.47,28,129,79,18,10,40,143,14,4
U169,Sep,2023,640,5899.84,31,285,35,46,26,53,195,10,0
U248,May,2023,852,7748.95,28,182,223,24,36,43,344,15,0
U111,Jan,2025,734,6805.39,30,278,108,49,19,31,249,8,5
U354,May,2025,794,7302.1,28,274,132,26,27,48,287,8,2
U430,Aug,2025,428,3984.16,29,139,76,30,9,18,156,21,2
U460,Aug,2023,543,5092.96,30,240,72,12,14,35,170,13,6
U138,May,2023,279,2523.92,29,64,67,21,9,18,100,17,0
U234,Dec,2023,552,5041.89,31,234,80,16,16,37,169,21,0
U300,Sep,2024,595,5431.05,31,221,122,20,14,31,187,11,2
U123,Jan,2023,489,4430.57,30,129,88,26,21,38,187,13,7
U403,Apr,2025,654,6097.98,31,278,53,28,19,41,235,23,0
U446,Mar,2025,870,8094.44,31,267,198,47,28,42,288,8,3
U402,Feb,2023,327,3006.36,28,131,52,21,7,22,94,13,8
U463,Aug,2023,901,8302.81,28,267,174,50,29,76,305,16,3
U496,Jul,2025,742,6695.67,31,306,151,34,15,52,184,22,7
U318,Sep,2023,558,5145.99,31,200,42,18,24,63,211,19,6
U241,Feb,2025,726,6763.81,28,170,115,49,27,75,290,10,2
U204,Apr,2024,512,4725.52,31,185,52,26,12,48,189,18,6
U546,Jun,2025,274,2495.08,31,67,53,21,6,13,114,22,6
U310,Nov,2024,745,6903.93,29,225,156,32,24,35,273,10,2
U573,Mar,2023,395,3612.12,31,95,102,23,10,36,129,21,1
U581,Aug,2023,228,2101.69,30,46,38,10,10,16,108,9,8
U211,Mar,2024,905,8321.5,29,228,200,36,31,62,348,11,0
U204,Dec,2023,215,1967.78,30,71,47,8,7,9,73,19,6
U416,Feb,2024,622,5776.86,31,199,114,24,27,33,225,9,3
U271,Mar,2023,788,7370.6,28,256,85,33,31,82,301,24,1
U560,Nov,2025,792,7129.65,29,207,147,24,36,52,326,10,1
U592,Jun,2023,604,5661.56,28,224,130,33,19,33,165,17,7
U456,Feb,2025,835,7685.85,29,314,180,19,30,35,257,23,6
U596,Aug,2025,730,6774.61,28,211,135,53,20,62,249,16,6
U424,Jan,2024,813,7595.25,29,341,151,20,27,57,217,18,4
U233,Jul,2023,276,2535.57,29,99,26,8,13,20,110,22,7
U476,Feb,2024,428,3994.95,30,161,43,23,13,40,148,10,1
U393,Oct,2023,496,4499.24,28,133,122,24,14,27,176,23,1
U428,Dec,2025,709,6426.14,30,141,76,48,43,81,320,19,4
U227,Jun,2025,914,8466.37,30,380,78,48,33,78,297,12,0
U206,Dec,2023,772,7216.7,28,313,94,28,23,77,237,14,5
U597,Feb,2023,737,6896.09,29,170,140,49,33,46,299,16,3
U192,Feb,2024,782,7239.36,30,229,138,41,24,39,311,15,5
U387,Oct,2023,814,7497.1,28,297,89,35,23,51,319,19,6
U478,Aug,2023,525,4794.59,29,190,110,29,15,21,160,9,2
U493,Dec,2023,562,5278.3,30,233,108,27,15,22,157,17,7
U151,Feb,2024,868,7923.0,30,204,131,47,44,66,376,16,6
U129,Jul,2023,558,5188.1,30,171,80,41,19,40,207,15,0
U562,Mar,2025,905,8337.58,29,202,193,72,39,93,306,8,5
U396,Aug,2024,986,9114.0,30,293,184,52,29,55,373,13,6
U397,Jul,2024,523,4789.32,29,106,81,24,24,70,218,19,3
U314,Aug,2025,897,8419.18,31,380,105,58,21,73,260,24,1
U367,Jul,2025,525,4845.05,30,174,65,19,18,57,192,9,8
U507,Nov,2025,824,7725.09,31,339,77,22,35,84,267,18,6
U357,Jun,2023,364,3277.11,28,78,61,18,12,41,154,18,0
U402,Jul,2025,772,7124.84,30,198,155,51,33,73,262,15,7
U201,May,2023,803,7457.36,28,212,168,60,23,56,284,22,2
U505,Jul,2024,997,9270.14,28,295,206,56,22,73,345,16,3
U446,Jan,2024,654,6122.74,28,262,75,46,15,61,195,22,4
U210,Jan,2025,352,3168.62,31,104,72,10,14,23,129,14,0
U520,Sep,2023,936,8424.12,29,235,71,35,37,59,499,20,5
U282,May,2025,326,2995.58,31,70,56,22,14,35,129,20,5
U571,May,2025,392,3532.59,31,86,91,31,15,31,138,8,1
U413,Mar,2023,826,7755.99,28,322,129,37,22,70,246,11,5
U101,May,2025,973,8843.43,30,302,146,28,36,51,410,11,7
U419,Mar,2024,729,6698.83,29,278,117,24,21,55,234,11,5
U538,Sep,2025,209,1886.11,28,77,43,6,8,10,65,20,3
U155,Sep,2023,291,2679.77,29,68,53,14,10,34,112,9,3
U471,Jun,2023,338,3093.37,31,79,77,9,10,18,145,22,8
U524,Jan,2024,680,6132.15,29,264,143,38,16,49,170,11,5
U499,Jul,2023,648,5918.86,29,246,111,29,21,27,214,13,7
U249,Jul,2023,532,4871.3,30,156,91,33,21,23,208,10,7
U531,Oct,2024,539,5064.43,28,118,46,21,34,43,277,14,6
U557,Oct,2025,251,2279.87,29,50,38,9,14,20,120,13,2
U409,Apr,2024,906,8351.43,29,246,159,54,28,81,338,10,0
U237,Aug,2025,665,6247.63,31,134,158,51,23,35,264,11,4
U302,Jun,2024,917,8543.51,31,236,142,55,42,73,369,17,1
U536,Apr,2025,998,9378.55,29,304,235,63,37,46,313,16,1
U413,Apr,2024,674,6327.05,28,155,87,56,25,80,271,13,6
U217,Feb,2025,600,5517.49,29,135,133,19,22,31,260,18,2
U254,Feb,2024,638,5919.72,29,270,75,20,25,38,210,14,7
U525,Dec,2025,804,7271.52,30,278,116,47,24,66,273,11,8
