user_id,month,year,gas_units,bill_amount,cooking_units,heating_units,occupancy_days
U591,Jul,2023,146,182.2,85,61,21
U431,Jun,2023,193,227.82,109,84,28
U798,Jun,2023,147,172.95,64,83,15
U529,Feb,2023,339,394.24,172,167,20
U408,Oct,2024,446,535.69,211,235,17
U472,Jun,2023,312,363.59,158,154,19
U735,Apr,2023,439,531.91,240,199,26
U778,Dec,2025,423,493.01,131,292,25
U402,Mar,2023,238,287.42,94,144,27
U654,Nov,2025,304,374.72,178,126,30
U312,Feb,2023,172,198.53,100,72,31
U575,Jan,2023,103,122.77,31,72,31
U401,Nov,2025,175,209.32,63,112,25
U344,Nov,2023,428,526.06,256,172,24
U743,May,2024,176,210.64,78,98,30
U605,Feb,2024,403,486.32,190,213,16
U745,Feb,2023,355,436.34,124,231,31
U317,Jul,2024,201,242.4,114,87,24
U630,Aug,2025,205,243.1,75,130,27
U357,Oct,2023,432,500.51,154,278,26
U611,Aug,2023,138,168.77,50,88,29
U797,Apr,2025,413,510.93,237,176,21
U603,Jan,2025,374,466.38,191,183,27
U312,Nov,2025,187,232.38,99,88,26
U618,Jul,2023,310,381.22,128,182,26
U380,Jan,2025,176,213.73,100,76,16
U516,Nov,2025,176,216.15,94,82,19
U639,Apr,2024,127,151.54,66,61,16
U564,Aug,2024,344,416.06,203,141,27
U779,Feb,2023,165,195.5,67,98,17
U449,Jun,2024,365,431.67,176,189,25
U381,Jun,2024,304,372.6,174,130,30
U515,Dec,2025,157,187.68,84,73,15
U785,Sep,2025,300,351.36,140,160,25
U674,May,2024,324,379.14,104,220,23
U764,Oct,2024,241,297.86,119,122,28
U498,Apr,2024,183,222.85,83,100,23
U500,May,2023,242,291.51,85,157,21
U325,Dec,2023,132,157.09,74,58,30
U766,Dec,2023,251,299.46,101,150,17
U389,Oct,2024,257,297.03,106,151,18
U568,Nov,2024,240,286.92,120,120,21
U443,May,2023,350,430.34,156,194,26
U359,Aug,2023,402,477.9,131,271,19
U710,Oct,2024,211,250.74,87,124,24
U789,Dec,2025,243,279.83,79,164,26
U665,Aug,2023,308,368.3,110,198,22
U326,Feb,2024,323,372.27,97,226,29
U347,Jul,2024,142,171.4,50,92,15
U588,Aug,2025,363,435.85,144,219,17
U566,Nov,2024,343,423.26,158,185,16
U316,Jun,2024,102,123.23,58,44,19
U499,May,2023,224,264.84,103,121,15
U701,Nov,2023,367,441.0,187,180,24
U707,Sep,2025,183,223.25,74,109,24
U582,Mar,2025,115,133.33,60,55,19
U769,Dec,2024,433,524.84,210,223,29
U386,Oct,2023,158,196.18,69,89,22
U550,Apr,2025,276,325.66,98,178,31
U691,Sep,2025,162,196.45,63,99,26
U570,Jun,2025,148,182.36,71,77,26
U635,Aug,2024,406,487.68,173,233,15
U417,Jul,2023,345,421.52,195,150,18
U307,Nov,2025,388,458.27,143,245,22
U437,Feb,2023,385,454.53,123,262,15
U671,Mar,2025,431,524.42,205,226,29
U476,Jan,2025,114,139.14,64,50,15
U628,Sep,2023,437,543.5,178,259,25
U798,Jul,2023,354,415.06,174,180,16
U615,Jan,2023,191,228.59,70,121,15
U515,Mar,2024,378,444.17,176,202,26
U777,Apr,2025,305,353.19,163,142,30
U382,Apr,2024,193,229.73,108,85,24
U523,May,2023,324,384.72,107,217,29
U778,Mar,2025,400,470.82,162,238,31
U672,Mar,2024,417,491.93,205,212,24
U723,Jan,2025,298,353.44,92,206,17
U783,Jul,2024,370,462.09,187,183,30
U702,Nov,2023,333,409.02,152,181,20
U743,Oct,2024,145,167.79,56,89,17
U790,Jan,2025,163,201.67,88,75,23
U403,Feb,2025,329,399.19,127,202,25
U573,Apr,2025,348,431.19,207,141,27
U314,Apr,2025,345,408.54,187,158,18
U459,May,2023,174,208.18,89,85,22
U452,Nov,2024,256,317.34,81,175,27
U783,Feb,2023,322,379.08,183,139,24
U408,Apr,2023,289,358.81,155,134,16
U488,Jan,2023,151,186.16,55,96,22
U601,Feb,2025,187,233.39,78,109,20
U398,Jan,2025,412,487.16,156,256,30
U431,Oct,2025,438,514.03,260,178,31
U593,Oct,2024,165,195.21,91,74,20
U471,Apr,2025,249,310.12,144,105,27
U724,Apr,2024,119,140.81,63,56,28
U774,Jul,2025,132,159.26,57,75,24
U483,Oct,2025,427,508.29,154,273,25
U771,Nov,2023,380,452.06,137,243,27
U664,Nov,2023,145,169.55,50,95,26
U339,Sep,2023,172,207.04,79,93,23
U315,Sep,2024,412,508.8,237,175,18
U676,May,2024,442,510.49,264,178,21
U797,Oct,2025,232,287.43,89,143,16
U304,Jan,2024,154,187.35,78,76,21
U649,Jan,2025,160,193.87,76,84,23
U770,Jun,2024,444,538.39,198,246,19
U709,Feb,2024,107,126.22,53,54,29
U697,Aug,2024,371,442.05,152,219,18
U510,Sep,2023,345,424.33,201,144,21
U461,Apr,2024,275,324.68,140,135,22
U316,May,2023,215,257.36,113,102,31
U793,Nov,2023,416,479.22,155,261,27
U726,Aug,2024,370,452.64,129,241,25
U408,Mar,2025,292,348.0,122,170,15
U682,May,2025,249,299.43,131,118,16
U750,Mar,2025,230,267.14,133,97,31
U611,Dec,2024,201,251.08,86,115,19
U527,Oct,2025,409,482.72,217,192,20
U470,Mar,2023,369,447.78,162,207,21
U334,Mar,2025,391,472.38,151,240,29
U714,Dec,2024,309,379.61,161,148,30
U551,Jul,2025,437,515.39,235,202,27
U547,Jul,2023,166,203.45,59,107,19
U569,Jul,2024,109,129.52,42,67,17
U441,Oct,2025,148,176.29,66,82,17
U574,Aug,2024,210,255.63,74,136,28
U716,May,2024,420,515.94,243,177,30
U396,May,2024,318,386.91,151,167,31
U527,Apr,2025,156,193.44,52,104,18
U679,Jul,2024,382,450.19,135,247,27
U339,Oct,2025,212,262.89,124,88,22
U602,Apr,2023,232,269.84,120,112,19
U800,Feb,2025,170,206.71,88,82,16
U329,Apr,2023,182,219.27,58,124,29
U746,Aug,2025,156,187.12,88,68,16
U797,Sep,2024,448,529.13,194,254,25
U777,Mar,2025,370,444.14,184,186,27
U618,Jul,2024,210,244.9,123,87,24
U545,Dec,2023,175,207.71,57,118,17
U536,Sep,2025,257,298.09,114,143,19
U485,Nov,2024,119,143.65,37,82,17
U572,Apr,2023,230,266.7,103,127,20
U740,Oct,2023,428,499.06,160,268,27
U536,Mar,2025,221,256.04,126,95,24
U539,May,2023,140,166.34,58,82,22
U677,Jan,2024,266,328.3,130,136,17
U566,Mar,2023,229,284.12,127,102,31
U714,Aug,2023,122,141.18,72,50,22
U709,Nov,2024,378,458.69,170,208,24
U659,Aug,2023,350,426.45,152,198,16
U640,Apr,2023,108,129.96,34,74,26
U689,Feb,2023,112,136.27,34,78,20
U365,Aug,2023,406,476.39,195,211,16
U778,Aug,2024,419,502.37,133,286,17
U477,Oct,2023,151,179.55,62,89,31
U303,Apr,2024,308,356.96,92,216,21
U729,Mar,2023,137,166.12,66,71,19
U442,Feb,2023,199,238.7,85,114,15
U676,Sep,2023,292,343.84,98,194,22
U458,Jan,2023,290,347.24,112,178,26
U798,Jul,2024,150,184.13,70,80,28
U624,May,2024,240,295.24,119,121,30
U446,Aug,2024,267,324.39,117,150,24
U746,Apr,2025,410,490.68,221,189,29
U593,Jul,2023,208,251.18,69,139,29
U453,May,2023,306,363.68,99,207,24
U732,May,2024,399,463.9,124,275,21
U493,Sep,2025,209,248.41,96,113,17
U737,Sep,2023,295,354.89,151,144,16
U794,Sep,2024,251,303.68,85,166,20
U763,Dec,2023,342,425.3,168,174,23
U373,Jun,2023,227,278.7,100,127,24
U699,Jun,2024,204,237.7,121,83,18
U605,May,2024,109,127.25,56,53,17
U677,Sep,2023,247,286.53,122,125,23
U644,Oct,2023,239,292.49,112,127,31
U752,Aug,2024,289,352.76,173,116,28
U440,Jul,2023,193,240.99,114,79,24
U487,Jul,2023,328,394.32,151,177,27
U593,Jun,2024,162,199.69,70,92,26
U361,May,2023,439,530.16,192,247,15
U785,Apr,2023,124,153.44,53,71,20
U727,Mar,2025,367,448.51,168,199,27
U680,Mar,2024,380,461.43,145,235,27
U498,Jun,2025,110,132.72,63,47,18
U595,Apr,2025,419,512.14,187,232,16
U740,Dec,2025,300,357.59,165,135,29
U619,Dec,2023,225,260.92,99,126,26
U602,Jun,2023,405,467.37,208,197,21
U644,Mar,2025,289,346.19,115,174,27
U311,Apr,2025,188,227.47,91,97,31
U362,Sep,2025,215,248.95,96,119,18
U633,May,2023,276,325.32,113,163,28
U526,Jul,2025,113,133.59,63,50,27
U453,Oct,2025,356,429.44,118,238,17
U499,Feb,2024,308,362.78,137,171,28
U352,May,2024,380,440.63,136,244,29
U560,Sep,2023,427,498.09,238,189,17
U359,Nov,2024,424,494.98,159,265,15
U372,Mar,2024,204,251.79,99,105,31
U448,Sep,2024,246,289.89,86,160,17
U649,Nov,2023,378,461.72,159,219,28
U363,Jun,2024,108,130.33,61,47,17
U610,Apr,2023,217,270.75,75,142,27
U673,Jul,2025,193,227.22,96,97,29
U543,Aug,2024,243,283.3,87,156,28
U793,Jun,2023,388,448.22,164,224,17
U666,May,2024,113,132.67,52,61,22
U630,Jun,2025,356,433.75,168,188,18
U407,May,2023,445,515.54,213,232,18
U526,Aug,2023,285,334.72,140,145,25
U613,Jan,2023,444,548.58,169,275,15
U518,Nov,2025,306,369.74,128,178,22
U725,Jul,2025,445,514.84,138,307,29
U541,Oct,2025,271,312.94,143,128,15
U559,Oct,2023,369,426.61,203,166,21
U676,Nov,2025,320,398.14,115,205,25
U562,Feb,2024,251,309.98,90,161,28
U305,Sep,2025,210,259.24,65,145,30
U561,Jan,2023,282,350.36,166,116,28
U354,Nov,2024,438,525.83,237,201,26
U347,Oct,2025,171,200.88,69,102,31
U515,Jun,2024,382,454.63,169,213,28
U477,Sep,2024,173,211.39,67,106,24
U309,Jan,2023,314,388.61,150,164,28
U399,Apr,2024,427,509.63,219,208,23
U320,Apr,2024,122,146.83,52,70,31
U678,Sep,2023,167,207.61,93,74,20
U541,Nov,2023,192,222.86,87,105,22
U361,May,2023,420,519.22,144,276,27
U679,May,2024,423,493.19,205,218,19
U790,Jun,2024,162,194.14,71,91,20
U719,Jan,2024,323,378.51,187,136,18
U478,Jan,2023,324,392.14,135,189,21
U638,Sep,2025,445,536.61,187,258,18
U362,Mar,2024,436,517.97,215,221,25
U445,Apr,2025,202,249.74,92,110,26
U516,Jan,2023,314,381.82,129,185,28
U303,Sep,2024,291,355.64,173,118,27
U460,Aug,2025,259,301.75,101,158,24
U527,Feb,2024,306,378.92,117,189,30
U786,Aug,2024,368,429.35,205,163,19
U569,Jul,2024,293,343.48,88,205,22
U420,Nov,2025,251,291.86,90,161,28
U681,Jun,2023,336,401.2,160,176,19
U795,Jan,2024,187,231.65,65,122,22
U389,Jul,2023,110,129.28,65,45,20
U629,Oct,2023,286,339.59,125,161,30
U368,Jul,2025,313,386.43,149,164,18
U698,Sep,2025,114,138.14,39,75,26
U657,Jan,2023,365,447.18,141,224,25
U398,Feb,2024,396,463.87,191,205,17
U567,Nov,2025,172,210.12,79,93,26
U405,Sep,2024,151,177.09,80,71,19
U740,Sep,2024,227,283.46,86,141,20
U623,Jun,2024,127,153.16,62,65,30
U423,Jun,2023,164,200.01,63,101,25
U776,Apr,2024,116,134.77,55,61,19
U329,Apr,2023,237,278.49,114,123,23
U437,May,2023,418,486.54,140,278,17
U495,Mar,2024,328,390.0,152,176,22
U709,Jan,2024,353,415.98,107,246,20
U526,Jan,2024,309,378.0,139,170,18
U632,Dec,2024,393,456.22,200,193,26
U470,Jul,2023,330,404.32,106,224,26
U309,Jan,2024,340,392.55,197,143,30
U763,Jan,2024,169,197.76,73,96,24
U340,Mar,2023,203,249.53,118,85,28
U325,Oct,2025,303,370.96,100,203,27
U561,Apr,2025,152,182.04,88,64,23
U695,Apr,2023,429,495.49,142,287,21
U743,Feb,2025,153,185.28,67,86,26
U526,Jan,2023,375,446.5,218,157,19
U772,Mar,2024,434,512.84,160,274,18
U424,Nov,2024,130,157.83,40,90,16
U763,Apr,2025,234,279.32,125,109,17
U338,Mar,2024,157,182.0,75,82,26
U628,Aug,2025,204,253.29,92,112,17
U551,Oct,2025,365,448.16,113,252,18
U689,Jan,2024,109,125.96,54,55,20
U476,Feb,2024,352,423.28,123,229,26
U390,Jul,2025,394,456.39,228,166,24
U702,Apr,2024,255,314.6,128,127,15
U754,Aug,2023,257,311.3,131,126,31
U337,Nov,2024,136,158.75,50,86,30
U616,Mar,2024,218,251.15,123,95,23
U476,Jun,2023,166,191.42,76,90,23
U761,Sep,2024,341,409.45,189,152,23
U584,Jan,2024,398,486.93,151,247,26
U753,Jan,2025,312,362.57,164,148,23
U761,Aug,2024,407,477.06,192,215,29
U381,Mar,2024,200,236.55,62,138,16
U414,May,2023,155,181.63,65,90,25
U340,Jan,2025,431,512.52,153,278,25
U601,May,2025,423,510.12,172,251,22
U524,Nov,2025,338,411.85,140,198,20
U618,Jun,2024,330,411.3,146,184,21
U649,Aug,2025,191,237.43,91,100,17
U415,Mar,2023,378,456.25,178,200,22
U486,Mar,2025,208,254.47,64,144,31
U623,Dec,2023,416,517.96,218,198,25
U356,Nov,2025,267,309.28,156,111,16
U340,Nov,2025,399,459.07,161,238,21
U654,Oct,2023,317,365.49,112,205,22
U340,Sep,2025,321,387.23,148,173,28
U647,Apr,2025,260,318.83,132,128,21
U761,Apr,2025,115,136.47,57,58,18
U537,Dec,2024,377,454.11,182,195,31
U589,Jul,2023,156,187.46,53,103,19
U562,Feb,2025,161,186.68,88,73,26
U516,Aug,2023,426,503.6,182,244,23
U447,Jun,2023,341,392.81,124,217,27
U636,Mar,2023,189,219.44,61,128,23
U468,Sep,2025,171,210.53,72,99,18
U392,May,2025,425,524.0,206,219,22
U653,Aug,2023,129,158.7,64,65,15
U359,Jul,2024,387,473.18,227,160,31
U359,Aug,2023,185,227.43,63,122,23
U604,Jul,2024,333,405.29,198,135,27
U469,Mar,2023,334,406.47,165,169,16
U569,Feb,2023,412,501.3,179,233,27
U663,Jul,2023,364,437.31,206,158,23
U345,Mar,2025,386,457.93,196,190,20
U645,Mar,2024,426,521.01,172,254,15
U481,Feb,2024,368,434.19,208,160,19
U470,Apr,2023,285,343.22,142,143,17
U656,Aug,2025,230,274.47,117,113,18
U491,Dec,2025,390,459.29,221,169,15
U455,Jan,2024,376,469.05,163,213,28
U722,Jan,2025,419,492.69,208,211,23
U488,Dec,2024,279,329.48,146,133,18
U307,May,2024,389,453.64,169,220,28
U433,Nov,2024,262,322.86,85,177,18
U535,May,2025,370,447.2,196,174,24
U345,Nov,2024,195,236.2,61,134,17
U614,Dec,2024,361,444.77,186,175,21
U549,Jan,2023,387,458.32,221,166,24
U799,Jun,2024,182,212.82,73,109,27
U331,Jan,2024,324,379.03,107,217,18
U323,May,2023,322,393.89,119,203,25
U726,Sep,2023,217,262.88,101,116,18
U694,Dec,2025,291,340.65,169,122,28
U460,May,2024,178,207.28,80,98,22
U663,Jun,2025,177,205.69,59,118,24
U737,Aug,2025,246,298.34,120,126,19
U458,Nov,2023,206,236.9,107,99,21
U339,Jan,2025,370,426.18,154,216,26
U715,Feb,2024,343,407.81,177,166,17
U382,Sep,2023,172,209.69,68,104,18
U656,Mar,2024,125,152.44,67,58,24
U558,Jun,2024,309,368.64,124,185,18
U506,May,2023,191,232.85,71,120,29
U377,Nov,2024,224,269.27,126,98,24
U777,Feb,2023,172,214.6,79,93,30
U312,Jul,2024,222,258.91,85,137,29
U595,Apr,2023,408,493.71,236,172,26
U750,Jan,2025,283,339.35,143,140,30
U524,Apr,2024,286,334.46,104,182,15
U313,Jun,2023,297,363.82,143,154,30
U346,Jul,2024,177,208.43,99,78,16
U455,Jul,2024,447,531.11,227,220,29
U413,Jul,2024,285,338.43,106,179,21
U533,Mar,2023,443,520.27,219,224,15
U317,Jun,2025,352,419.96,170,182,19
U660,Aug,2025,112,134.1,61,51,24
U523,Apr,2025,398,487.32,140,258,18
U654,Aug,2023,175,214.64,89,86,28
U488,Feb,2025,150,174.88,46,104,27
U748,Oct,2023,374,452.27,190,184,15
U644,Sep,2024,248,307.43,145,103,30
U665,Sep,2024,318,369.16,112,206,23
U463,Aug,2025,221,264.6,86,135,30
U796,Oct,2023,310,379.76,147,163,29
U626,Oct,2024,379,459.03,196,183,28
U767,Jan,2023,125,145.01,50,75,24
U714,Feb,2023,272,323.59,135,137,26
U755,Jun,2024,255,306.18,145,110,15
U374,Oct,2023,337,421.11,174,163,31
U533,May,2024,181,211.38,92,89,23
U524,Dec,2024,372,464.35,154,218,21
U782,Sep,2024,167,198.33,95,72,23
U619,May,2023,143,167.31,54,89,26
U712,Feb,2024,160,190.63,57,103,21
U360,Oct,2023,222,268.93,90,132,28
U635,Apr,2024,448,524.76,221,227,29
U522,Sep,2024,295,347.85,164,131,29
U337,Jan,2025,429,530.01,145,284,20
U777,Nov,2025,422,527.46,229,193,28
U578,Jan,2025,210,248.18,114,96,16
U496,Dec,2023,357,415.86,169,188,22
U704,Jul,2023,188,231.11,99,89,27
U652,Nov,2024,297,359.38,105,192,20
U784,Mar,2024,381,441.98,133,248,19
U542,Oct,2024,299,372.16,167,132,19
U624,Feb,2024,198,229.25,88,110,15
U519,Sep,2023,126,152.78,47,79,23
U492,Mar,2024,188,224.17,95,93,20
U317,Feb,2024,245,295.39,139,106,21
U312,Dec,2025,281,329.14,137,144,23
U706,Aug,2024,356,433.9,143,213,19
U701,Oct,2024,288,358.84,128,160,28
U694,Jun,2024,339,405.39,178,161,19
U674,Jun,2023,295,354.68,94,201,22
U493,Oct,2025,396,464.9,144,252,21
U322,Nov,2024,264,327.15,115,149,27
U774,Jul,2024,406,506.33,195,211,27
U420,Jul,2025,370,454.59,148,222,22
U510,Nov,2024,107,128.86,41,66,25
U606,Jun,2023,137,170.66,42,95,20
U570,Apr,2024,213,248.23,65,148,16
U492,Nov,2023,438,524.66,168,270,27
U475,Sep,2023,155,186.58,71,84,25
U585,Jun,2024,237,284.21,110,127,15
U504,Apr,2025,201,247.28,90,111,16
U464,Dec,2023,433,526.98,183,250,31
U551,Mar,2025,276,320.9,103,173,22
U527,Apr,2024,268,317.48,112,156,16
U736,Mar,2023,438,518.55,149,289,20
U681,Feb,2024,385,464.53,128,257,19
U760,May,2025,360,424.49,140,220,30
U307,Feb,2024,322,374.08,192,130,22
U329,Jun,2024,298,362.18,118,180,30
U695,Mar,2023,310,382.88,180,130,27
U333,Jun,2024,386,479.86,161,225,21
U434,Nov,2024,279,347.98,120,159,30
U667,Oct,2024,349,428.61,188,161,30
U379,Sep,2023,330,384.11,108,222,26
U716,Jan,2025,122,150.71,43,79,28
U735,Jun,2025,147,174.93,87,60,30
U759,Sep,2024,208,254.38,93,115,30
U358,Nov,2023,395,475.24,123,272,27
U771,Apr,2024,105,129.45,32,73,23
U326,Nov,2025,137,163.38,78,59,23
U782,Dec,2023,268,309.86,150,118,27
U730,Feb,2025,382,460.57,167,215,18
U526,Apr,2025,302,352.47,105,197,23
U585,Jan,2023,424,528.54,232,192,29
U304,Mar,2023,412,495.51,163,249,28
U765,Oct,2024,372,448.39,158,214,26
U399,Sep,2024,343,425.57,173,170,20
U697,Oct,2025,426,516.51,172,254,17
U789,May,2023,146,172.32,71,75,30
U339,Nov,2023,348,410.5,196,152,31
U571,Jun,2024,178,213.63,95,83,30
U675,Mar,2025,209,258.46,86,123,20
U585,May,2025,112,137.7,43,69,22
U457,Nov,2024,189,235.55,72,117,16
U375,Aug,2023,441,510.32,178,263,28
U672,Jun,2024,447,526.04,200,247,26
U588,Apr,2024,379,438.89,161,218,31
U430,Feb,2024,320,392.03,108,212,29
U475,Sep,2024,172,200.22,60,112,30
U762,Dec,2023,333,386.28,134,199,27
U384,Jan,2024,359,433.01,168,191,31
U322,Jan,2023,212,252.52,101,111,22
U759,Apr,2024,145,177.12,64,81,15
U327,Jul,2025,373,447.12,194,179,17
U495,Jan,2023,142,169.34,74,68,30
U637,Sep,2025,307,366.11,131,176,16
U682,Apr,2024,448,554.26,151,297,29
U536,Mar,2024,202,240.28,92,110,15
U740,Jan,2024,223,263.88,92,131,23
U392,Oct,2023,109,129.04,37,72,30
U777,Apr,2025,428,500.61,254,174,18
U321,Sep,2023,286,353.52,117,169,26
U603,Oct,2023,130,151.41,63,67,15
U764,Jun,2024,255,316.42,113,142,15
U657,Jun,2025,159,187.36,54,105,21
U743,Jan,2024,348,431.5,110,238,29
U384,Oct,2023,369,453.53,179,190,27
U562,Feb,2024,316,381.79,118,198,30
U447,Nov,2025,101,122.91,37,64,21
U741,Jun,2024,123,145.46,72,51,30
U753,Feb,2025,305,368.26,133,172,27
U687,Mar,2025,419,494.1,129,290,28
U557,Apr,2024,298,354.69,119,179,31
U358,Nov,2023,213,261.24,101,112,26
U680,May,2024,379,445.1,151,228,27
U722,Sep,2023,254,313.41,78,176,29
U315,Dec,2023,264,313.52,114,150,18
U462,Apr,2024,321,386.23,106,215,16
U745,Nov,2023,190,236.4,92,98,16
U463,Sep,2023,266,324.02,129,137,29
U620,Nov,2024,306,371.66,95,211,29
U797,Oct,2024,381,465.26,147,234,24
U581,Mar,2024,164,203.66,69,95,25
U580,Aug,2023,103,121.01,47,56,24
U312,Dec,2025,256,310.1,99,157,19
U574,Jan,2023,348,414.13,134,214,23
U571,Nov,2025,356,409.82,211,145,27
U792,Sep,2024,334,388.29,104,230,31
U508,Sep,2025,405,478.91,241,164,20
U327,Oct,2024,173,208.72,54,119,24
U372,Feb,2024,286,354.11,110,176,16
U360,Apr,2025,161,197.89,72,89,20
U730,Aug,2024,436,525.53,149,287,27
U773,Jul,2025,263,304.39,89,174,21
U445,Jan,2024,155,182.68,58,97,16
U393,May,2023,210,249.2,124,86,28
U609,Jul,2023,317,384.26,131,186,19
U308,Apr,2024,339,392.05,159,180,25
U379,Jan,2024,120,144.36,61,59,24
U327,Sep,2025,240,297.64,125,115,25
U474,May,2023,364,444.28,184,180,16
U350,Nov,2025,238,292.67,95,143,29
U800,Feb,2024,169,205.87,56,113,21
U499,Aug,2024,217,254.03,83,134,23
U687,Nov,2025,297,344.83,107,190,19
U649,Feb,2024,304,374.82,103,201,21
U748,Mar,2023,313,381.72,96,217,16
U728,Oct,2025,155,187.16,90,65,17
U481,Jan,2023,386,451.21,222,164,16
U324,Nov,2023,392,474.45,123,269,18
U616,Feb,2023,274,315.96,96,178,21
U678,Jul,2025,446,518.2,152,294,21
U687,Oct,2024,227,268.13,87,140,31
U704,Feb,2023,424,506.41,153,271,30
U346,Jun,2023,391,454.36,228,163,17
U315,Mar,2023,387,449.69,125,262,29
U453,Apr,2024,325,397.34,118,207,28
U522,Nov,2024,163,196.74,52,111,29
U506,Aug,2025,147,176.9,87,60,28
U755,Mar,2024,301,359.77,173,128,21
U573,Oct,2025,436,543.98,224,212,17
U682,Jun,2025,159,183.64,68,91,31
U536,Jan,2025,356,415.83,127,229,24
U640,Jul,2025,164,199.22,60,104,29
U528,Aug,2025,338,393.31,146,192,20
U309,Nov,2023,388,469.07,205,183,31
U466,Aug,2024,137,165.33,51,86,31
U732,Mar,2023,124,154.64,48,76,28
U744,Oct,2025,158,195.66,75,83,19
U619,Jan,2024,396,492.84,147,249,22
U514,Sep,2023,257,298.47,122,135,21
U417,Jun,2023,156,192.94,64,92,18
U686,Nov,2025,147,170.95,45,102,19
U644,Sep,2023,427,518.08,179,248,30
U372,Jul,2023,155,189.41,89,66,28
U695,Jan,2023,164,191.24,63,101,28
U364,Dec,2023,367,445.27,145,222,23
U505,Dec,2023,168,194.08,53,115,20
U509,Jan,2025,315,371.49,152,163,31
U372,Jun,2025,188,233.52,104,84,26
U577,May,2023,380,443.53,154,226,18
U574,Sep,2025,356,411.72,132,224,30
U778,Feb,2025,259,309.34,152,107,25
U620,Aug,2024,333,411.28,174,159,18
U638,Nov,2023,230,266.26,108,122,31
U666,May,2025,148,175.46,57,91,22
U795,Feb,2025,246,305.03,90,156,28
U395,Oct,2023,415,482.15,213,202,16
U466,Nov,2024,101,119.29,46,55,25
U332,Nov,2023,428,525.52,195,233,25
U311,Dec,2024,244,293.85,78,166,20
U601,Jun,2023,160,197.32,72,88,28
U517,Oct,2023,372,431.95,203,169,24
U589,Aug,2023,148,183.82,86,62,22
U402,Apr,2023,431,535.94,143,288,21
U725,Feb,2024,230,268.07,112,118,22
U692,Dec,2024,142,163.78,66,76,22
U567,Nov,2025,156,194.84,88,68,16
U514,May,2023,149,178.54,78,71,30
U479,Dec,2024,277,334.4,163,114,23
U388,Feb,2024,392,474.94,230,162,27
U341,Feb,2024,145,178.2,53,92,26
U701,Jun,2023,269,331.19,139,130,31
U376,Nov,2025,370,432.68,169,201,16
U677,Oct,2024,435,510.54,158,277,27
U346,Sep,2023,238,294.57,85,153,15
U460,Apr,2024,346,426.26,112,234,25
U763,Jun,2024,247,299.31,133,114,19
U380,Jul,2025,329,411.08,130,199,15
U610,Nov,2024,379,463.71,211,168,27
U386,Jun,2024,224,262.43,108,116,22
U392,Aug,2023,291,359.29,146,145,20
U448,Apr,2023,179,213.27,69,110,31
U461,Dec,2025,193,222.65,84,109,26
U502,Jan,2023,325,384.2,137,188,15
U724,Jul,2023,164,201.12,60,104,17
U716,Mar,2025,187,233.01,102,85,28
U542,Jun,2024,187,220.21,90,97,22
U653,Feb,2025,300,352.4,93,207,25
U302,Sep,2023,313,377.59,170,143,28
U525,Jan,2025,303,373.04,100,203,22
U589,Jun,2024,188,230.23,79,109,17
U533,Jun,2025,160,192.96,75,85,21
U761,May,2023,370,448.86,111,259,18
U714,May,2023,193,226.62,95,98,30
U717,Jan,2025,406,484.46,202,204,27
U377,Oct,2024,126,148.12,62,64,19
U416,Dec,2025,313,387.63,109,204,19
U454,May,2024,173,200.9,65,108,18
U706,Feb,2024,160,194.88,59,101,16
U403,Jul,2025,285,335.17,167,118,27
U494,Mar,2024,130,155.68,41,89,30
U466,Apr,2023,318,375.22,136,182,16
U659,Mar,2025,111,131.24,62,49,31
U390,Mar,2024,401,471.59,212,189,19
U474,Apr,2023,131,160.51,71,60,22
U422,May,2025,259,307.32,153,106,29
U798,Jan,2023,336,410.81,139,197,27
U443,Apr,2023,326,389.77,128,198,27
U782,Dec,2023,280,337.32,86,194,30
U406,Dec,2024,416,501.0,143,273,27
U675,Nov,2025,145,180.9,67,78,16
U728,Aug,2025,440,522.15,152,288,17
U605,Oct,2024,179,209.57,93,86,29
U660,Jul,2025,234,290.44,72,162,27
U759,Sep,2023,359,419.13,135,224,19
U617,May,2025,407,502.01,207,200,20
U751,Oct,2024,346,403.1,130,216,28
U423,Apr,2023,258,313.7,133,125,18
U690,Aug,2024,302,351.85,180,122,21
U309,Sep,2023,211,262.13,113,98,18
U562,Jul,2023,391,471.74,157,234,16
U373,Jul,2025,409,483.82,233,176,21
U659,May,2023,218,253.76,68,150,17
U523,Apr,2024,116,137.71,60,56,29
U716,Oct,2025,430,524.82,132,298,15
U341,Jan,2024,326,387.45,114,212,16
U670,Oct,2023,216,253.72,128,88,24
U504,Oct,2024,142,171.5,57,85,30
U564,Jul,2024,214,255.04,116,98,29
U628,Jan,2023,382,445.63,157,225,29
U478,Jan,2025,136,158.49,75,61,28
U648,May,2024,401,489.52,236,165,28
U618,Sep,2023,212,264.46,91,121,20
U384,Jun,2025,134,157.22,62,72,28
U618,Mar,2025,231,283.51,112,119,31
U411,Mar,2025,435,504.06,252,183,31
U551,Jul,2024,435,516.85,164,271,30
U683,Jun,2024,327,392.62,158,169,22
U307,Sep,2024,246,289.51,97,149,21
U759,Jun,2025,221,265.85,80,141,26
U384,May,2024,180,222.89,58,122,23
U508,Oct,2023,272,338.49,132,140,28
U688,Jul,2024,253,293.49,142,111,15
U690,Jan,2024,249,293.12,100,149,24
U614,Dec,2025,157,195.92,73,84,31
